Store Name,Ownership Type,City,Country,Longitude,Latitude
Shopping Metro Tucuruvi,Company Owned,Sao Paulo,BR,-46.6,-23.48
Paulista 2026,Company Owned,Sao Paulo,BR,-46.66,-23.56
Berrini,Company Owned,Sao Paulo,BR,-46.69,-23.6
Shopping Center Norte,Company Owned,Sao Paulo,BR,-46.62,-23.52
Paulista 500,Company Owned,Sao Paulo,BR,-46.65,-23.57
Bourbon Shopping,Company Owned,Sao Paulo,BR,-46.68,-23.53
Shopping Villa Lobos,Company Owned,Sao Paulo,BR,-46.72,-23.55
E-business,Company Owned,Sao Paulo,BR,-46.71,-23.51
Metro Tatuape,Company Owned,Sao Paulo,BR,-46.58,-23.54
Shopping Paulista Saraiva,Company Owned,Sao Paulo,BR,-46.64,-23.57
Shopping Frei Caneca Kiosk,Company Owned,Sao Paulo,BR,-46.65,-23.55
Jundiai Shopping,Company Owned,Sao Paulo,BR,-46.89,-23.2
Desembargador Eliseu Guilherme,Company Owned,Sao Paulo,BR,-46.64,-23.57
Shopping Metro Itaquera,Company Owned,Sao Paulo,BR,-46.47,-23.54
Anhembi Morumbi Centro,Company Owned,Sao Paulo,BR,-46.61,-23.55
"Rua Augusta, 1987",Company Owned,Sao Paulo,BR,-46.66,-23.56
Shopping Higienópolis,Company Owned,Sao Paulo,BR,-46.66,-23.54
Brascan Open Mall,Company Owned,Sao Paulo,BR,-46.68,-23.58
CENU,Company Owned,Sao Paulo,BR,-46.7,-23.61
Tiete Plaza,Company Owned,Sao Paulo,BR,-46.72,-23.51
Shopping Analia Franco,Company Owned,Sao Paulo,BR,-46.56,-23.56
Rua Lavandisca,Company Owned,Sao Paulo,BR,-46.66,-23.6
Manoel da Nobrega,Company Owned,Sao Paulo,BR,-46.65,-23.57
Alameda Santos,Company Owned,Sao Paulo,BR,-46.65,-23.57
Market Place,Company Owned,Sao Paulo,BR,-46.7,-23.62
Top Center Shopping,Company Owned,Sao Paulo,BR,-46.65,-23.57
Praca da Republica,Company Owned,Sao Paulo,BR,-46.64,-23.55
Shopping Ibirapuera,Company Owned,Sao Paulo,BR,-46.67,-23.61
SP Market,Company Owned,Sao Paulo,BR,-46.7,-23.68
Morumbi Shopping New Wing,Company Owned,Sao Paulo,BR,-46.7,-23.62
Universidade Mackenzie,Company Owned,Sao Paulo,BR,-46.65,-23.55
RochaVera,Company Owned,Sao Paulo,BR,-46.7,-23.62
JK Mall,Company Owned,Sao Paulo,BR,-46.69,-23.59
Rua Joao Saad,Company Owned,Sao Paulo,BR,-46.72,-23.59
Trianon Paulista,Company Owned,Sao Paulo,BR,-46.66,-23.56
Gomes de Carvalho,Company Owned,Sao Paulo,BR,-46.69,-23.59
Mooca Plaza Shopping,Company Owned,Sao Paulo,BR,-46.59,-23.58
Universidade Anhembi - Vila Olimpia,Company Owned,Sao Paulo,BR,-46.68,-23.6
Morumbi Shopping Saraiva,Company Owned,Sao Paulo,BR,-46.7,-23.62
Bandeira Paulista,Company Owned,Sao Paulo,BR,-46.68,-23.58
Iguatemi Sorocaba,Company Owned,Sorocaba,BR,-47.46,-23.53
Nassau Airport,Licensed,Nassau,BS,-77.45,25.03
Sheraton Cable Beach Resort,Licensed,Nassau,BS,-77.47,25.07
Reef Atlantis,Licensed,Nassau,BS,-77.33,25.09
Palmdale RCA Building,Licensed,Nassau,BS,-77.33,25.07
Charlotte Street,Licensed,Nassau,BS,-77.34,25.08
Cable Cottage,Licensed,Nassau,BS,-77.39,25.07
Atlantis #2,Licensed,Nassau,BS,-77.46,25.06
Atlantis - Mayan Temple Pool Deck,Licensed,Nassau,BS,-77.32,25.09
Marina Village at Atlantis,Licensed,Nassau,BS,-77.32,25.08
Harbour Bay,Licensed,Nassau,BS,-77.32,25.07
Kingsview Market,Company Owned,Airdrie,CA,-113.99,51.27
Sierra Springs,Company Owned,Airdrie,CA,-114,51.27
Tower Lane Mall,Company Owned,Airdrie,CA,-114.01,51.29
Safeway-Airdrie #281,Licensed,Airdrie,CA,-114.01,51.3
Dickson Crossing,Company Owned,Airdrie,CA,-114.01,51.3
Save On Foods East Airdrie,Licensed,Airdrie,CA,-113.99,51.27
Banff Avenue Mall,Company Owned,Banff,CA,-115.57,51.18
Safeway - Banff #208,Licensed,Banff,CA,-115.57,51.18
Brewsters @ Banff Gondola,Licensed,Banff,CA,-115.56,51.15
Gallerie Beaumnont,Company Owned,Beaumont,CA,-113.42,53.36
Safeway - Brooks #852,Licensed,Brooks,CA,-111.9,50.57
The Bow,Company Owned,Calgary,CA,-114.06,51.05
Genco Place,Company Owned,Calgary,CA,-114.07,51.04
Teavana - Calgary Eaton Centre,Company Owned,Calgary,CA,-114.07,51.05
Sunterra Mkt - TransCanada Tower,Licensed,Calgary,CA,-114.07,51.05
Western Canada Place,Company Owned,Calgary,CA,-114.08,51.05
Inglewood - 11th ST SE and 9th Ave,Company Owned,Calgary,CA,-114.04,51.04
Safeway - Calgary #221,Licensed,Calgary,CA,-114.12,51.09
HMS HOST @ YYC Departures Internati,Licensed,Calgary,CA,-114.01,51.13
Safeway-Calgary #292,Licensed,Calgary,CA,-114.07,50.97
Huntington Hills,Company Owned,Calgary,CA,-114.07,51.12
Safeway - Calgary 2243,Licensed,Calgary,CA,-114.07,51.1
Douglas Square,Company Owned,Calgary,CA,-114,50.95
Brentwood Village NW,Company Owned,Calgary,CA,-114.13,51.09
Teavana - Chinook Centre,Company Owned,Calgary,CA,-114.07,51
Tuscany Drive Market,Company Owned,Calgary,CA,-114.25,51.12
Safeway-Calgary #293,Licensed,Calgary,CA,-114.07,50.91
Jamieson Place SW,Company Owned,Calgary,CA,-114.07,51.05
Beacon Hill - Sarcee & 112th Ave,Company Owned,Calgary,CA,-114.16,51.16
Teavana - Sunridge Mall,Company Owned,Calgary,CA,-113.98,51.07
Deer Valley Marketplace,Company Owned,Calgary,CA,-114.03,50.93
YYC-Calgary International Arrivals,Licensed,Calgary,CA,-114.01,51.13
Shepard Centre Indigo,Company Owned,Calgary,CA,-113.96,50.93
Safeway - Calgary #212,Licensed,Calgary,CA,-114.08,51.04
Delta Bow Valley,Licensed,Calgary,CA,-114.06,51.05
Nexen Building,Company Owned,Calgary,CA,-114.08,51.05
Suncor Plus +15,Company Owned,Calgary,CA,-114.06,51.05
Silverado Marketplace,Company Owned,Calgary,CA,-114.07,50.88
85th St & 9th Ave SW,Company Owned,Calgary,CA,-114.21,51.06
The Core,Company Owned,Calgary,CA,-114.07,51.05
Safeway-Calgary #2000,Licensed,Calgary,CA,-113.95,51.12
Gates of Walden,Company Owned,Calgary,CA,-114.04,50.88
Sunterra Westmarket,Licensed,Calgary,CA,-114.17,51.04
Sunterra @ Westjet Offices,Licensed,Calgary,CA,-114.01,51.12
Crowfoot Chapters,Company Owned,Calgary,CA,-114.2,51.13
Safeway - Calgary #202,Licensed,Calgary,CA,-113.98,51.05
Willow Park Village,Company Owned,Calgary,CA,-114.07,50.96
Bankers Hall Plus +15,Company Owned,Calgary,CA,-114.07,51.05
Westhills,Company Owned,Calgary,CA,-114.17,51.01
Centre St & 9 Ave N,Company Owned,Calgary,CA,-114.06,51.06
Coventry Hills,Company Owned,Calgary,CA,-114.06,51.16
Britannia,Company Owned,Calgary,CA,-114.08,51.01
Glenmore Landing,Company Owned,Calgary,CA,-114.1,50.97
Safeway - Calgary #263,Licensed,Calgary,CA,-114.06,51.07
The Bridges,Company Owned,Calgary,CA,-114.04,51.05
Safeway - Calgary #2211,Licensed,Calgary,CA,-114.1,51.06
"YYC Calg N Processor, Retail Hall",Licensed,Calgary,CA,-114.01,51.13
Northland Plaza,Company Owned,Calgary,CA,-114.14,51.1
Kensington,Company Owned,Calgary,CA,-114.09,51.05
Safeway-Calgary #2704,Licensed,Calgary,CA,-113.96,50.93
Safeway - Calgary #287,Licensed,Calgary,CA,-114.06,50.95
Calgary House,Company Owned,Calgary,CA,-114.07,51.05
Safeway - Calgary #276,Licensed,Calgary,CA,-114.01,50.98
Bankview,Company Owned,Calgary,CA,-114.1,51.03
East Hills,Company Owned,Calgary,CA,-113.91,51.04
Gateway South Chapters,Company Owned,Calgary,CA,-114.07,50.91
4 St & 23 Ave SW,Company Owned,Calgary,CA,-114.07,51.03
YYC Calgary Central Hall FB,Licensed,Calgary,CA,-114.01,51.13
HMS HOST @ YYC Departures Transbord,Licensed,Calgary,CA,-114.01,51.13
Sundance,Company Owned,Calgary,CA,-114.06,50.9
Newport Village,Company Owned,Calgary,CA,-114.07,50.97
Sarcee Plaza 37St & 45Ave SW,Company Owned,Calgary,CA,-114.14,51.01
Kingsland Plaza,Company Owned,Calgary,CA,-114.08,50.99
London Towne Square,Company Owned,Calgary,CA,-113.98,51.08
Chinook Chapters,Company Owned,Calgary,CA,-114.07,51
Southcentre,Company Owned,Calgary,CA,-114.06,50.95
Deerfoot Meadows,Company Owned,Calgary,CA,-114.04,50.98
Marda Loop,Company Owned,Calgary,CA,-114.11,51.02
Scotia Centre,Company Owned,Calgary,CA,-114.07,51.05
YYC Calgary Term A,Licensed,Calgary,CA,-114.01,51.13
52St & McIvor Blvd SE,Company Owned,Calgary,CA,-113.95,50.91
Safeway - Calgary #2730,Licensed,Calgary,CA,-114.14,51.02
Safeway-Calgary #291,Licensed,Calgary,CA,-114.16,51.11
Aspen Landing,Company Owned,Calgary,CA,-114.21,51.04
Millrise Centre,Company Owned,Calgary,CA,-114.07,50.91
16th Ave & 11 Street NW,Company Owned,Calgary,CA,-114.09,51.07
Safeway-Calgary #288,Licensed,Calgary,CA,-114.1,50.97
Southtrail,Company Owned,Calgary,CA,-113.97,50.93
Signal Hill Indigo,Company Owned,Calgary,CA,-114.17,51.02
Elbow & Southland,Company Owned,Calgary,CA,-114.08,50.96
Safeway Calgary - #227,Licensed,Calgary,CA,-114.16,51.08
Safeway - Calgary #296,Licensed,Calgary,CA,-114.17,51.01
Keynote Center,Licensed,Calgary,CA,-114.06,51.04
YYC Gate a16,Licensed,Calgary,CA,-114.01,51.13
Westbrook Mall,Company Owned,Calgary,CA,-114.14,51.04
Market Mall East,Company Owned,Calgary,CA,-114.15,51.08
Creekside,Company Owned,Calgary,CA,-114.13,51.16
The Westin Calgary,Licensed,Calgary,CA,-114.07,51.05
Devon Tower,Company Owned,Calgary,CA,-114.07,51.05
8th Avenue Place,Company Owned,Calgary,CA,-114.07,51.05
Panorama Hills,Company Owned,Calgary,CA,-114.07,51.15
Safeway - Calgary #294,Licensed,Calgary,CA,-114.07,51.13
Hotel Arts,Company Owned,Calgary,CA,-114.07,51.04
McKnight Blvd & Avation Rd,Company Owned,Calgary,CA,-114.03,51.1
Royal Oak,Company Owned,Calgary,CA,-114.21,51.15
Safeway-Calgary #280,Licensed,Calgary,CA,-114.12,50.94
Country Hills,Company Owned,Calgary,CA,-114.16,51.14
Market Mall SC West,Company Owned,Calgary,CA,-114.16,51.09
Teavana - Market Mall,Company Owned,Calgary,CA,-114.16,51.08
Safeway - Calgary #285,Licensed,Calgary,CA,-114.2,51.13
Quarry Park,Company Owned,Calgary,CA,-114.01,50.96
Safeway-Calgary #874,Licensed,Calgary,CA,-114.21,51.04
17 Avenue SW,Company Owned,Calgary,CA,-114.08,51.04
U of Calgary - Seasons Bookstore,Licensed,Calgary,CA,-114.13,51.07
HMS HOST @ YYC Arrivals Internation,Licensed,Calgary,CA,-114.01,51.13
U of Calgary-Yamnuska Hall,Licensed,Calgary,CA,-114.13,51.07
Teavana - Marlborough Mall,Company Owned,Calgary,CA,-113.98,51.06
Intact Place,Company Owned,Calgary,CA,-114.07,51.05
Bankers Hall Main floor,Company Owned,Calgary,CA,-114.07,51.05
Compass @ Southern Alberta Institut,Licensed,Calgary,CA,-114.09,51.06
Evergreen,Company Owned,Calgary,CA,-114.11,50.91
Save On Foods - Seton,Licensed,Calgary,CA,-113.95,50.88
Bow Valley Square,Company Owned,Calgary,CA,-114.07,51.05
Safeway - Calgary #2117,Licensed,Calgary,CA,-114.12,51.02
Livingston Place,Company Owned,Calgary,CA,-114.07,51.05
Atrium 1 - 5th Ave & 8th St,Company Owned,Calgary,CA,-114.08,51.05
Safeway-Calgary #2222,Licensed,Calgary,CA,-114.17,51.07
Calgary Marriott,Licensed,Calgary,CA,-114.06,51.04
Memorial & Edmonton Trail,Company Owned,Calgary,CA,-114.05,51.05
Sunridge Mall - Level 1,Company Owned,Calgary,CA,-113.98,51.07
"Univeristy of Calgary, Crowsnest",Licensed,Calgary,CA,-114.13,51.07
Dalhousie Station Chapters,Company Owned,Calgary,CA,-114.16,51.1
Bowfort Road,Company Owned,Calgary,CA,-114.21,51.08
Wellington Square,Company Owned,Calgary,CA,-114.09,51.04
Sunridge Chapters,Company Owned,Calgary,CA,-113.99,51.08
Suncor main floor,Company Owned,Calgary,CA,-114.06,51.05
Chinook North,Company Owned,Calgary,CA,-114.07,51
The District,Company Owned,Calgary,CA,-114.03,51.15
12 Ave & 8th Street SW,Company Owned,Calgary,CA,-114.08,51.04
Fairmont Palliser Calgary,Licensed,Calgary,CA,-114.06,51.04
Crowfoot Village,Company Owned,Calgary,CA,-114.2,51.13
Safeway - Camrose #821,Licensed,Camrose,CA,-112.86,53.02
Camrose,Company Owned,Camrose,CA,-112.86,53.02
Mountain Side Village,Company Owned,Canmore,CA,-115.36,51.09
Safeway - Canmore #2244,Licensed,Canmore,CA,-115.36,51.09
Chestermere Station,Company Owned,Chestermere,CA,-113.83,51.05
Safeway-Chestermere #2731,Licensed,Chestermere,CA,-113.82,51.05
Cochrane City Centre,Company Owned,Cochrane,CA,-114.47,51.19
Safeway - Cochrane #2219,Licensed,Cochrane,CA,-114.48,51.19
111 St & Ellerslie Rd,Company Owned,Edmonton,CA,-113.51,53.42
Sherwood Park Chapters,Company Owned,Edmonton,CA,-113.29,53.53
Safeway-Edmonton #861,Licensed,Edmonton,CA,-113.46,53.52
Calgary Trail South,Company Owned,Edmonton,CA,-113.5,53.49
Safeway - Edmonton #808,Licensed,Edmonton,CA,-113.47,53.57
Grand Villa Casino,Licensed,Edmonton,CA,-113.49,53.55
HSBC Bank Place,Company Owned,Edmonton,CA,-113.49,53.54
Edmonton City Centre,Company Owned,Edmonton,CA,-113.49,53.54
Matrix Hotel,Company Owned,Edmonton,CA,-113.5,53.54
Strathcona Chapters,Company Owned,Edmonton,CA,-113.5,53.52
University of Alberta Engineering,Licensed,Edmonton,CA,-113.53,53.53
Indigo - Northtown Mall,Company Owned,Edmonton,CA,-113.49,53.6
Jasper Ave & 109 St,Company Owned,Edmonton,CA,-113.51,53.54
170th St & 100th Ave,Company Owned,Edmonton,CA,-113.62,53.54
Save on Foods - Lewis Estates,Licensed,Edmonton,CA,-113.64,53.52
Safeway - Edmonton #841,Licensed,Edmonton,CA,-113.49,53.6
High Street,Company Owned,Edmonton,CA,-113.54,53.54
104th Ave.&112th St.,Company Owned,Edmonton,CA,-113.51,53.55
Oxford Park,Company Owned,Edmonton,CA,-113.54,53.62
Wolf Willow,Company Owned,Edmonton,CA,-113.61,53.5
Centre For Applied Technology,Licensed,Edmonton,CA,-113.5,53.57
Kingsway Ave & 117St,Company Owned,Edmonton,CA,-113.52,53.57
Safeway - Edmonton #809,Licensed,Edmonton,CA,-113.52,53.55
Safeway - Edmonton #845,Licensed,Edmonton,CA,-113.43,53.54
Tamarack,Company Owned,Edmonton,CA,-113.37,53.48
South Pointe Chapters,Company Owned,Edmonton,CA,-113.49,53.46
Commerce Place,Company Owned,Edmonton,CA,-113.5,53.54
College Plaza,Company Owned,Edmonton,CA,-113.52,53.52
Teavana - West Edmonton,Company Owned,Edmonton,CA,-113.62,53.52
99th Ave & 105 Street,Company Owned,Edmonton,CA,-113.5,53.54
50th Street Market,Company Owned,Edmonton,CA,-113.41,53.63
North Town Mall 97 St & 137 Ave,Company Owned,Edmonton,CA,-113.49,53.6
South Edmonton Common Indigo,Company Owned,Edmonton,CA,-113.48,53.45
Safeway-Edmonton #814,Licensed,Edmonton,CA,-113.42,53.6
Terwilliger Gardens,Company Owned,Edmonton,CA,-113.57,53.45
NAIT Common Market,Licensed,Edmonton,CA,-113.51,53.57
Whyte Avenue,Company Owned,Edmonton,CA,-113.5,53.52
Currents of Windermere,Company Owned,Edmonton,CA,-113.61,53.44
Kingsway Mall,Company Owned,Edmonton,CA,-113.51,53.56
West Edmonton Mall Chapters,Company Owned,Edmonton,CA,-113.63,53.52
Londonderry Mall,Company Owned,Edmonton,CA,-113.45,53.6
University of Alberta - Cameron Lib,Licensed,Edmonton,CA,-113.53,53.52
Upper Windermere,Company Owned,Edmonton,CA,-113.62,53.44
Safeway - Edmonton #2278,Licensed,Edmonton,CA,-113.51,53.45
Safeway - Edmonton #881,Licensed,Edmonton,CA,-113.58,53.54
Hampton Market,Company Owned,Edmonton,CA,-113.67,53.49
The Grange,Company Owned,Edmonton,CA,-113.68,53.51
Safeway-Edmonton #877,Licensed,Edmonton,CA,-113.52,53.49
Empire Building,Company Owned,Edmonton,CA,-113.49,53.54
Aramark @ University of Alberta,Licensed,Edmonton,CA,-113.52,53.52
Terrace Rd and 101 Ave,Company Owned,Edmonton,CA,-113.42,53.54
Millwoods Town Centre,Company Owned,Edmonton,CA,-113.43,53.45
Jasper Gates,Company Owned,Edmonton,CA,-113.58,53.54
Newcastle,Company Owned,Edmonton,CA,-113.54,53.63
Brewery District on 104,Company Owned,Edmonton,CA,-113.53,53.55
23 Ave & 111 St,Company Owned,Edmonton,CA,-113.52,53.46
Scona Market,Company Owned,Edmonton,CA,-113.5,53.51
Skyview Power Centre,Company Owned,Edmonton,CA,-113.56,53.6
Jasper Ave & 119 St,Company Owned,Edmonton,CA,-113.53,53.54
YEG Edmonton Transborder,Licensed,Edmonton,CA,-113.49,53.55
Courtyard-Edmonton Int'l Airport,Licensed,Edmonton,CA,-113.41,53.47
Aramark @ Grant MacEwan Clock Tower,Licensed,Edmonton,CA,-113.5,53.55
YEG G - 56,Licensed,Edmonton,CA,-113.49,53.55
Safeway - Edmonton #800,Licensed,Edmonton,CA,-113.59,53.52
Manning Fwy & Manning,Company Owned,Edmonton,CA,-113.41,53.61
Depot 170 Chapters,Company Owned,Edmonton,CA,-113.62,53.54
Aramark@ UoA-CCIS Faculty of Scienc,Licensed,Edmonton,CA,-113.53,53.53
Safeway - Edmonton #802,Licensed,Edmonton,CA,-113.59,53.47
Safeway - Edmonton #838,Licensed,Edmonton,CA,-113.55,53.56
Sobeys Walker Edmonton,Licensed,Edmonton,CA,-113.42,53.42
Safeway - Edmonton #816,Licensed,Edmonton,CA,-113.62,53.53
South Edmonton Commons,Company Owned,Edmonton,CA,-113.49,53.45
West Edmonton Mall Ice Palace,Company Owned,Edmonton,CA,-113.62,53.52
South Park,Company Owned,Edmonton,CA,-113.49,53.47
McLeod Park,Company Owned,Edmonton,CA,-113.43,53.62
170th St & 90th Ave NW,Company Owned,Edmonton,CA,-113.62,53.53
Safeway-Edmonton #887,Licensed,Edmonton,CA,-113.6,53.43
Southgate Mall,Company Owned,Edmonton,CA,-113.51,53.49
Ellerslie & Parsons,Company Owned,Edmonton,CA,-113.48,53.43
YEG C7,Licensed,Edmonton,CA,-113.49,53.55
Save-on-Foods - Fort McMurray,Licensed,Fort McMurray,CA,-111.43,56.73
Stoneycreek Village,Company Owned,Fort McMurray,CA,-111.44,56.76
Fort McMurray Airport,Licensed,Fort McMurray,CA,-111.15,56.66
Frankin Ave & Queen St.,Company Owned,Fort McMurray,CA,-111.36,56.72
Safeway-Fort McMurray #888,Licensed,Fort McMurray,CA,-111.37,56.72
Safeway Fort Saskatchewan #846,Licensed,Fort Saskatchewan,CA,-113.21,53.69
Fort Saskatchewan,Company Owned,Fort Saskatchewan,CA,-113.22,53.69
Safeway-Grand Prairie #810,Licensed,Grand Prairie,CA,-118.79,55.18
Safeway - Grand Prairie #826,Licensed,Grand Prairie,CA,-118.79,55.16
Mission Heights,Company Owned,Grande Prairie,CA,-118.8,55.14
Cobblestone,Company Owned,Grande Prairie,CA,-118.77,55.17
Rio Can Centre,Company Owned,Grande Prairie,CA,-118.82,55.17
Safeway - Hinton #825,Licensed,Hinton,CA,-117.59,53.41
Safeway-Leduc #801,Licensed,Leduc,CA,-113.55,53.27
Leduc Crossroads,Company Owned,Leduc,CA,-113.55,53.27
Safeway-Lethbridge #2276,Licensed,Lethbridge,CA,-112.89,49.69
Mayor Magrath Drive,Company Owned,Lethbridge,CA,-112.8,49.68
Safeway-Lethbridge #299,Licensed,Lethbridge,CA,-112.79,49.67
West Lethbridge Towne Centre,Company Owned,Lethbridge,CA,-112.89,49.69
Lethbridge Chapters,Company Owned,Lethbridge,CA,-112.84,49.7
University Of Lethbridge,Licensed,Lethbridge,CA,-112.87,49.68
Highway 16 & 75 Street,Company Owned,Lloydminster,CA,-110.06,53.28
Safeway - Lloydminster #884,Licensed,Lloydminster,CA,-110.01,53.28
Strachan Road,Company Owned,Medicine Hat,CA,-110.65,50
Safeway - Medicine Hat #2220,Licensed,Medicine Hat,CA,-110.69,50.03
Trans Can Hwy & 13th Ave SE,Company Owned,Medicine Hat,CA,-110.66,50.01
Save On Foods North Lethbridge,Licensed,North Lethbridge,CA,-112.83,49.7
Cornerstone Southridge,Company Owned,Okotoks,CA,-113.97,50.71
Safeway-Okotoks #2223,Licensed,Okotoks,CA,-113.98,50.72
Bower Place,Company Owned,Red Deer,CA,-113.81,52.24
Safeway - Red Deer #813,Licensed,Red Deer,CA,-113.81,52.26
Teavana - Bower Place,Company Owned,Red Deer,CA,-113.81,52.25
Gaetz Ave Chapters,Company Owned,Red Deer,CA,-113.82,52.24
Red Deer College,Licensed,Red Deer,CA,-113.82,52.25
Red Deer Village,Company Owned,Red Deer,CA,-113.81,52.29
Clearview,Company Owned,Red Deer,CA,-113.77,52.29
Taylor Ave & 67th St,Company Owned,Red Deer,CA,-113.84,52.29
Gasoline Alley,Company Owned,Red Deer County,CA,-113.82,52.21
Teavana - Cross Iron,Company Owned,Rocky View,CA,-113.99,51.2
Cross Iron Indigo,Company Owned,Rocky View,CA,-113.99,51.21
Safeway-Sherwood Park #811,Licensed,Sherwood Park,CA,-113.32,53.51
Safeway-Sherwood Park #822,Licensed,Sherwood Park,CA,-113.3,53.53
Emerald Hills,Company Owned,Sherwood Park,CA,-113.27,53.57
Millennium Ridge,Company Owned,Sherwood Park,CA,-113.32,53.56
Baseline Road,Company Owned,Sherwood Park,CA,-113.31,53.54
Ash St & Wye Rd,Company Owned,Sherwood Park,CA,-113.31,53.51
Safeway-Spruce Grove #857,Licensed,Spruce Grove,CA,-113.91,53.54
Highway 16A & Century Rd,Company Owned,Spruce Grove,CA,-113.88,53.54
Hwy 16A & Jennifer Heil Way,Company Owned,Spruce Grove,CA,-113.93,53.54
Servus Credit Union Place,Licensed,St Albert,CA,-113.58,53.65
Safeway - St Albert #806,Licensed,St Albert,CA,-113.63,53.64
Erin Ridge,Company Owned,St. Albert,CA,-113.64,53.67
Village Landing,Company Owned,St. Albert,CA,-113.61,53.62
St.Albert Chapters,Company Owned,St. Albert,CA,-113.63,53.65
Bellerose Drive,Company Owned,St. Albert,CA,-113.62,53.65
Giroux Crossing,Company Owned,St. Albert,CA,-113.63,53.65
Safeway-Stony Plain #823,Licensed,Stony Plain,CA,-113.98,53.54
Ranch Market-Strathmore,Company Owned,Strathmore,CA,-113.39,51.04
Safeway - Wetaskiwin #862,Licensed,Wetaskiwin,CA,-113.39,52.96
Sumas Mountain Village,Company Owned,Abbotsford,CA,-122.22,49.04
Sumas Way & DeLair Road,Company Owned,Abbotsford,CA,-122.27,49.04
Sevenoaks SC - S.Fraser & Gladwin,Company Owned,Abbotsford,CA,-122.31,49.05
McCallum and No. 1,Company Owned,Abbotsford,CA,-122.29,49.04
Bakerview - Sumas Way,Company Owned,Abbotsford,CA,-122.27,49.03
Abbotsford Hospital - main lobby,Licensed,Abbotsford,CA,-122.31,49.04
High Street - Abbotsford,Company Owned,Abbotsford,CA,-122.38,49.06
Fraser Station - Abbotsford,Company Owned,Abbotsford,CA,-122.46,49.06
West Oaks Mall,Company Owned,Abbotsford,CA,-122.32,49.05
Save On Foods Sumas,Licensed,Abbotsford,CA,-122.27,49.04
Safeway - Abbotsford #88,Licensed,Abbotsford,CA,-122.32,49.05
Mt. Lehman Centre - Abbotsford,Company Owned,Abbotsford,CA,-122.38,49.06
Safeway - Aldergrove #165,Licensed,Aldergrove,CA,-122.46,49.06
SFU - West Mall Building,Licensed,Burnaby,CA,-122.92,49.28
Tandem - Dawson & Gilmore,Company Owned,Burnaby,CA,-123.01,49.26
Safeway - Burnaby #44,Licensed,Burnaby,CA,-122.97,49.28
Brentwood Mall Level 2,Company Owned,Burnaby,CA,-123,49.27
Kingsway - Station Square,Company Owned,Burnaby,CA,-123,49.23
Safeway-Burnaby #42,Licensed,Burnaby,CA,-123,49.28
Metrotown Food Court,Company Owned,Burnaby,CA,-123,49.23
Centrepoint-Kingsway & Miller,Company Owned,Burnaby,CA,-123,49.23
Metrotown Chapters,Company Owned,Burnaby,CA,-123,49.23
Marine Way & Byrne Road,Company Owned,Burnaby,CA,-122.98,49.2
Lougheed & Holdom,Company Owned,Burnaby,CA,-122.98,49.26
Lougheed & Willingdon,Company Owned,Burnaby,CA,-123,49.27
Boundary Rd & Canada Way,Company Owned,Burnaby,CA,-123.02,49.25
Solo District,Company Owned,Burnaby,CA,-123,49.27
Kensington Square,Company Owned,Burnaby,CA,-122.97,49.28
Lougheed Mall,Company Owned,Burnaby,CA,-122.89,49.25
Metropolis Skytrain,Company Owned,Burnaby,CA,-123,49.23
Simon Fraser University - Cornersto,Licensed,Burnaby,CA,-122.91,49.28
Station Square Central Blvd.,Company Owned,Burnaby,CA,-123,49.23
Big Bend Crossing - Marine & Byrne,Company Owned,Burnaby,CA,-122.98,49.2
Teavana - Metropolis at Metrotown,Company Owned,Burnaby,CA,-123,49.23
Kingsway & Hall - Highgate Village,Company Owned,Burnaby,CA,-122.96,49.22
Safeway - Burnaby #121,Licensed,Burnaby,CA,-122.9,49.25
Fortius Sport and Health,Licensed,Burnaby,CA,-122.97,49.25
Carlton Square,Company Owned,Burnaby,CA,-123.01,49.28
Discovery Harbour,Company Owned,Campbell River,CA,-125.25,50.03
"Mariner Square, Campbell River",Company Owned,Campbell River,CA,-125.25,50.03
